,Title,Date,Year,Month,Day,Day_of_week,Show_name,Season,Episode_name,Show_type
431,Hunter X Hunter (2011): Season 4: Insanity x and x Sanity,2020-12-10,2020,December,10,Thursday,Hunter X Hunter (2011), Season 4, Insanity x and x Sanity,TV Show
432,Hunter X Hunter (2011): Season 4: Chase x and x Chance,2020-12-10,2020,December,10,Thursday,Hunter X Hunter (2011), Season 4, Chase x and x Chance,TV Show
433,Hunter X Hunter (2011): Season 4: Bargain x and x Deal,2020-12-10,2020,December,10,Thursday,Hunter X Hunter (2011), Season 4, Bargain x and x Deal,TV Show
434,Hunter X Hunter (2011): Season 4: Guts x and x Courage,2020-12-10,2020,December,10,Thursday,Hunter X Hunter (2011), Season 4, Guts x and x Courage,TV Show
435,Hunter X Hunter (2011): Season 4: A x Heated x Showdown,2020-12-10,2020,December,10,Thursday,Hunter X Hunter (2011), Season 4, A x Heated x Showdown,TV Show
436,Hunter X Hunter (2011): Season 4: Pirates x and x Guesses,2020-12-10,2020,December,10,Thursday,Hunter X Hunter (2011), Season 4, Pirates x and x Guesses,TV Show
437,Hunter X Hunter (2011): Season 4: 15 x 15,2020-12-10,2020,December,10,Thursday,Hunter X Hunter (2011), Season 4, 15 x 15,TV Show
438,Hunter X Hunter (2011): Season 4: Strategy x and x Scheme,2020-12-10,2020,December,10,Thursday,Hunter X Hunter (2011), Season 4, Strategy x and x Scheme,TV Show
439,Hunter X Hunter (2011): Season 4: Evil Fist x and x Rock-Paper-Scissors,2020-12-10,2020,December,10,Thursday,Hunter X Hunter (2011), Season 4, Evil Fist x and x Rock-Paper-Scissors,TV Show
440,Hunter X Hunter (2011): Season 4: Strengthen x and x Threaten,2020-12-10,2020,December,10,Thursday,Hunter X Hunter (2011), Season 4, Strengthen x and x Threaten,TV Show
441,Hunter X Hunter (2011): Season 4: A x Hard x Master?,2020-12-10,2020,December,10,Thursday,Hunter X Hunter (2011), Season 4, A x Hard x Master?,TV Show
442,Hunter X Hunter (2011): Season 4: Reality? x and x Raw,2020-12-10,2020,December,10,Thursday,Hunter X Hunter (2011), Season 4, Reality? x and x Raw,TV Show
443,Hunter X Hunter (2011): Season 4: Invitation x and x Friend,2020-12-10,2020,December,10,Thursday,Hunter X Hunter (2011), Season 4, Invitation x and x Friend,TV Show
444,Hunter X Hunter (2011): Season 4: End x and x Beginning,2020-12-10,2020,December,10,Thursday,Hunter X Hunter (2011), Season 4, End x and x Beginning,TV Show
445,Hunter X Hunter (2011): Season 4: Bid x and x Haste,2020-11-10,2020,November,10,Tuesday,Hunter X Hunter (2011), Season 4, Bid x and x Haste,TV Show
446,Hunter X Hunter (2011): Season 3: Signal x to x Retreat,2020-11-10,2020,November,10,Tuesday,Hunter X Hunter (2011), Season 3, Signal x to x Retreat,TV Show
447,Hunter X Hunter (2011): Season 3: Initiative x and x Law,2020-11-10,2020,November,10,Tuesday,Hunter X Hunter (2011), Season 3, Initiative x and x Law,TV Show
448,Hunter X Hunter (2011): Season 3: Beloved x and x Beleaguered,2020-11-10,2020,November,10,Tuesday,Hunter X Hunter (2011), Season 3, Beloved x and x Beleaguered,TV Show
449,The Umbrella Academy: Season 2: Valhalla,2020-11-10,2020,November,10,Tuesday,The Umbrella Academy, Season 2, Valhalla,TV Show
450,Hunter X Hunter (2011): Season 3: Alies x and x Lies,2020-11-10,2020,November,10,Tuesday,Hunter X Hunter (2011), Season 3, Alies x and x Lies,TV Show
451,Hunter X Hunter (2011): Season 3: Fortunes x Aren't x Right?,2020-11-10,2020,November,10,Tuesday,Hunter X Hunter (2011), Season 3, Fortunes x Aren't x Right?,TV Show
452,Hunter X Hunter (2011): Season 3: Fake x and x Psyche,2020-11-10,2020,November,10,Tuesday,Hunter X Hunter (2011), Season 3, Fake x and x Psyche,TV Show
453,Hunter X Hunter (2011): Season 3: Assault x and x Impact,2020-11-10,2020,November,10,Tuesday,Hunter X Hunter (2011), Season 3, Assault x and x Impact,TV Show
454,Hunter X Hunter (2011): Season 3: A x Brutal x Battlefield,2020-11-10,2020,November,10,Tuesday,Hunter X Hunter (2011), Season 3, A x Brutal x Battlefield,TV Show
455,Hunter X Hunter (2011): Season 3: Ally x and x Sword,2020-11-10,2020,November,10,Tuesday,Hunter X Hunter (2011), Season 3, Ally x and x Sword,TV Show
456,Hunter X Hunter (2011): Season 3: Pursuit x and x Analysis,2020-11-10,2020,November,10,Tuesday,Hunter X Hunter (2011), Season 3, Pursuit x and x Analysis,TV Show
457,Hunter X Hunter (2011): Season 3: Very x Sharp x Eye,2020-11-10,2020,November,10,Tuesday,Hunter X Hunter (2011), Season 3, Very x Sharp x Eye,TV Show
458,Hunter X Hunter (2011): Season 3: Condition x and x Condition,2020-11-10,2020,November,10,Tuesday,Hunter X Hunter (2011), Season 3, Condition x and x Condition,TV Show
459,Hunter X Hunter (2011): Season 3: Chasing x and x Waiting,2020-10-10,2020,October,10,Saturday,Hunter X Hunter (2011), Season 3, Chasing x and x Waiting,TV Show
460,Hunter X Hunter (2011): Season 3: Restraint x and x Vow,2020-10-10,2020,October,10,Saturday,Hunter X Hunter (2011), Season 3, Restraint x and x Vow,TV Show
461,Hunter X Hunter (2011): Season 3: Buildup x to a x Fierce Battle,2020-10-10,2020,October,10,Saturday,Hunter X Hunter (2011), Season 3, Buildup x to a x Fierce Battle,TV Show
462,Hunter X Hunter (2011): Season 3: A x Shocking x Tragedy,2020-10-10,2020,October,10,Saturday,Hunter X Hunter (2011), Season 3, A x Shocking x Tragedy,TV Show
463,Hunter X Hunter (2011): Season 3: Defend x and x Attack,2020-10-10,2020,October,10,Saturday,Hunter X Hunter (2011), Season 3, Defend x and x Attack,TV Show
464,The Haunting of Bly Manor: The Great Good Place,2020-10-10,2020,October,10,Saturday,The Haunting of Bly Manor, The Great Good Place,,TV Show
465,Hunter X Hunter (2011): Season 3: Gathering x of x Heroes,2020-09-10,2020,September,10,Thursday,Hunter X Hunter (2011), Season 3, Gathering x of x Heroes,TV Show
466,Hunter X Hunter (2011): Season 3: Nen x Users x Unite?,2020-09-10,2020,September,10,Thursday,Hunter X Hunter (2011), Season 3, Nen x Users x Unite?,TV Show
467,Hunter X Hunter (2011): Season 3: Wish x and x Promise,2020-09-10,2020,September,10,Thursday,Hunter X Hunter (2011), Season 3, Wish x and x Promise,TV Show
468,Hunter X Hunter (2011): Season 2: Reply x from x Dad,2020-09-10,2020,September,10,Thursday,Hunter X Hunter (2011), Season 2, Reply x from x Dad,TV Show
469,Hunter X Hunter (2011): Season 2: Ging x and x Gon,2020-09-10,2020,September,10,Thursday,Hunter X Hunter (2011), Season 2, Ging x and x Gon,TV Show
470,Hunter X Hunter (2011): Season 2: A Big Debt x and x a Small Kick,2020-09-10,2020,September,10,Thursday,Hunter X Hunter (2011), Season 2, A Big Debt x and x a Small Kick,TV Show
471,Hunter X Hunter (2011): Season 2: The x True x Pass,2020-09-10,2020,September,10,Thursday,Hunter X Hunter (2011), Season 2, The x True x Pass,TV Show
472,Hunter X Hunter (2011): Season 2: Power x to x Avenge,2020-09-10,2020,September,10,Thursday,Hunter X Hunter (2011), Season 2, Power x to x Avenge,TV Show
473,Hunter X Hunter (2011): Season 2: An x Empty x Threat,2020-09-10,2020,September,10,Thursday,Hunter X Hunter (2011), Season 2, An x Empty x Threat,TV Show
474,Hunter X Hunter (2011): Season 2: A x Surprising x Win,2020-09-10,2020,September,10,Thursday,Hunter X Hunter (2011), Season 2, A x Surprising x Win,TV Show
475,Hunter X Hunter (2011): Season 2: Destiny x and x Tenacity,2020-09-10,2020,September,10,Thursday,Hunter X Hunter (2011), Season 2, Destiny x and x Tenacity,TV Show
476,Hunter X Hunter (2011): Season 2: Fierce x and x Ferocious,2020-09-10,2020,September,10,Thursday,Hunter X Hunter (2011), Season 2, Fierce x and x Ferocious,TV Show
477,Hunter X Hunter (2011): Season 2: Awakening x and x Potential,2020-09-10,2020,September,10,Thursday,Hunter X Hunter (2011), Season 2, Awakening x and x Potential,TV Show
478,Hunter X Hunter (2011): Season 2: Nen x and x Nen,2020-08-10,2020,August,10,Monday,Hunter X Hunter (2011), Season 2, Nen x and x Nen,TV Show
479,Hunter X Hunter (2011): Season 2: Arrival x at x the Arena,2020-08-10,2020,August,10,Monday,Hunter X Hunter (2011), Season 2, Arrival x at x the Arena,TV Show
480,Hunter X Hunter (2011): Season 1: Then x and x After,2020-08-10,2020,August,10,Monday,Hunter X Hunter (2011), Season 1, Then x and x After,TV Show
481,Hunter X Hunter (2011): Season 1: Can't See x if x You're Blind,2020-08-10,2020,August,10,Monday,Hunter X Hunter (2011), Season 1, Can't See x if x You're Blind,TV Show
482,Hunter X Hunter (2011): Season 1: The x Zoldyck x Family,2020-08-10,2020,August,10,Monday,Hunter X Hunter (2011), Season 1, The x Zoldyck x Family,TV Show
483,Hunter X Hunter (2011): Season 1: The x Guard's x Duty,2020-08-10,2020,August,10,Monday,Hunter X Hunter (2011), Season 1, The x Guard's x Duty,TV Show
484,Food Wars!: Shokugeki no Soma: The Second Plate: That Which is Placed Within the Box,2020-08-10,2020,August,10,Monday,Food Wars!, Shokugeki no Soma, The Second Plate: That Which is Placed Within the Box,TV Show
485,Hunter X Hunter (2011): Season 1: A x Dangerous x Watchdog,2020-08-10,2020,August,10,Monday,Hunter X Hunter (2011), Season 1, A x Dangerous x Watchdog,TV Show
486,Hunter X Hunter (2011): Season 1: Some x Brother x Trouble,2020-08-10,2020,August,10,Monday,Hunter X Hunter (2011), Season 1, Some x Brother x Trouble,TV Show
487,Hunter X Hunter (2011): Season 1: Baffling Turn x of x Events,2020-07-10,2020,July,10,Friday,Hunter X Hunter (2011), Season 1, Baffling Turn x of x Events,TV Show
488,Hunter X Hunter (2011): Season 1: Can't Win x But x Can't Lose,2020-07-10,2020,July,10,Friday,Hunter X Hunter (2011), Season 1, Can't Win x But x Can't Lose,TV Show
489,Hunter X Hunter (2011): Season 1: Big x Time x Interview,2020-07-10,2020,July,10,Friday,Hunter X Hunter (2011), Season 1, Big x Time x Interview,TV Show
490,Hunter X Hunter (2011): Season 1: Trap x in x the Hole,2020-07-10,2020,July,10,Friday,Hunter X Hunter (2011), Season 1, Trap x in x the Hole,TV Show
491,Hunter X Hunter (2011): Season 1: Defeat x and x Disgrace,2020-07-10,2020,July,10,Friday,Hunter X Hunter (2011), Season 1, Defeat x and x Disgrace,TV Show
492,Hunter X Hunter (2011): Season 1: Scramble x of x Deception,2020-07-10,2020,July,10,Friday,Hunter X Hunter (2011), Season 1, Scramble x of x Deception,TV Show
493,Hunter X Hunter (2011): Season 1: Hit x the x Target,2020-07-10,2020,July,10,Friday,Hunter X Hunter (2011), Season 1, Hit x the x Target,TV Show
494,Hunter X Hunter (2011): Season 1: Letter x from x Gon,2020-07-10,2020,July,10,Friday,Hunter X Hunter (2011), Season 1, Letter x from x Gon,TV Show
495,Hunter X Hunter (2011): Season 1: Last Test x of x Resolve,2020-07-10,2020,July,10,Friday,Hunter X Hunter (2011), Season 1, Last Test x of x Resolve,TV Show
496,Hunter X Hunter (2011): Season 1: Trouble x with x the Gamble,2020-07-10,2020,July,10,Friday,Hunter X Hunter (2011), Season 1, Trouble x with x the Gamble,TV Show
497,Hunter X Hunter (2011): Season 1: Trick x to x the Trick,2020-07-10,2020,July,10,Friday,Hunter X Hunter (2011), Season 1, Trick x to x the Trick,TV Show
498,Hunter X Hunter (2011): Season 1: Beware x of x Prisoners,2020-07-10,2020,July,10,Friday,Hunter X Hunter (2011), Season 1, Beware x of x Prisoners,TV Show
499,Hunter X Hunter (2011): Season 1: Solution x Is x Majority Rules?,2020-07-10,2020,July,10,Friday,Hunter X Hunter (2011), Season 1, Solution x Is x Majority Rules?,TV Show
500,Hunter X Hunter (2011): Season 1: Showdown x on x the Airship,2020-06-10,2020,June,10,Wednesday,Hunter X Hunter (2011), Season 1, Showdown x on x the Airship,TV Show
501,Hunter X Hunter (2011): Season 1: Rivals x for x Survival,2020-06-10,2020,June,10,Wednesday,Hunter X Hunter (2011), Season 1, Rivals x for x Survival,TV Show
502,Hunter X Hunter (2011): Season 1: A x Surprising x Challenge,2020-06-10,2020,June,10,Wednesday,Hunter X Hunter (2011), Season 1, A x Surprising x Challenge,TV Show
503,Hunter X Hunter (2011): Season 1: Hisoka x Is x Sneaky,2020-06-10,2020,June,10,Wednesday,Hunter X Hunter (2011), Season 1, Hisoka x Is x Sneaky,TV Show
504,Hunter X Hunter (2011): Season 1: Hope x and x Ambition,2020-06-10,2020,June,10,Wednesday,Hunter X Hunter (2011), Season 1, Hope x and x Ambition,TV Show
505,Hunter X Hunter (2011): Season 1: Test x of x Tests,2020-05-10,2020,May,10,Sunday,Hunter X Hunter (2011), Season 1, Test x of x Tests,TV Show
506,Hunter X Hunter (2011): Season 1: Departure x and x Friends,2020-05-10,2020,May,10,Sunday,Hunter X Hunter (2011), Season 1, Departure x and x Friends,TV Show
507,Work It,2020-09-23,2020,September,23,Wednesday,Work It,,,Movie
508,Modern Family: Season 7: Double-Click,2020-09-22,2020,September,22,Tuesday,Modern Family, Season 7, Double-Click,TV Show
509,Modern Family: Season 7: Crazy Train,2020-09-22,2020,September,22,Tuesday,Modern Family, Season 7, Crazy Train,TV Show
510,A Nice Girl Like You,2020-09-22,2020,September,22,Tuesday,A Nice Girl Like You,,,Movie
511,Modern Family: Season 7: Promposal,2020-09-21,2020,September,21,Monday,Modern Family, Season 7, Promposal,TV Show
512,Modern Family: Season 7: Man Shouldn't Lie,2020-09-21,2020,September,21,Monday,Modern Family, Season 7, Man Shouldn't Lie,TV Show
513,Modern Family: Season 7: The Party,2020-09-21,2020,September,21,Monday,Modern Family, Season 7, The Party,TV Show
514,Modern Family: Season 7: Express Yourself,2020-09-20,2020,September,20,Sunday,Modern Family, Season 7, Express Yourself,TV Show
515,Modern Family: Season 7: The Cover-Up,2020-09-20,2020,September,20,Sunday,Modern Family, Season 7, The Cover-Up,TV Show
516,Modern Family: Season 7: I Don't Know How She Does It,2020-09-19,2020,September,19,Saturday,Modern Family, Season 7, I Don't Know How She Does It,TV Show
517,Modern Family: Season 7: The Storm,2020-09-19,2020,September,19,Saturday,Modern Family, Season 7, The Storm,TV Show
518,Modern Family: Season 7: Thunk in the Trunk,2020-09-19,2020,September,19,Saturday,Modern Family, Season 7, Thunk in the Trunk,TV Show
519,Modern Family: Season 7: Clean for a Day,2020-09-19,2020,September,19,Saturday,Modern Family, Season 7, Clean for a Day,TV Show
520,Modern Family: Season 7: Spread Your Wings,2020-09-19,2020,September,19,Saturday,Modern Family, Season 7, Spread Your Wings,TV Show
521,Modern Family: Season 7: Playdates,2020-09-19,2020,September,19,Saturday,Modern Family, Season 7, Playdates,TV Show
522,Modern Family: Season 7: White Christmas,2020-09-18,2020,September,18,Friday,Modern Family, Season 7, White Christmas,TV Show
523,Modern Family: Season 7: Clean Out Your Junk Drawer,2020-09-18,2020,September,18,Friday,Modern Family, Season 7, Clean Out Your Junk Drawer,TV Show
524,"Modern Family: Season 7: Phil's Sexy, Sexy House",2020-09-18,2020,September,18,Friday,Modern Family, Season 7," Phil's Sexy, Sexy House",TV Show
525,Modern Family: Season 7: The More You Ignore Me,2020-09-18,2020,September,18,Friday,Modern Family, Season 7, The More You Ignore Me,TV Show
526,Modern Family: Season 7: The Verdict,2020-09-17,2020,September,17,Thursday,Modern Family, Season 7, The Verdict,TV Show
527,Modern Family: Season 7: She Crazy,2020-09-17,2020,September,17,Thursday,Modern Family, Season 7, She Crazy,TV Show
528,Modern Family: Season 7: The Closet Case,2020-09-14,2020,September,14,Monday,Modern Family, Season 7, The Closet Case,TV Show
529,Modern Family: Season 7: The Day Alex Left for College,2020-09-14,2020,September,14,Monday,Modern Family, Season 7, The Day Alex Left for College,TV Show
530,Modern Family: Season 7: Summer Lovin',2020-09-13,2020,September,13,Sunday,Modern Family, Season 7, Summer Lovin',TV Show
531,Modern Family: Season 6: American Skyper,2020-09-13,2020,September,13,Sunday,Modern Family, Season 6, American Skyper,TV Show
532,The Legend of Korra: Book One: Air: Welcome to Republic City,2020-09-13,2020,September,13,Sunday,The Legend of Korra, Book One, Air: Welcome to Republic City,TV Show
533,Modern Family: Season 6: Crying Out Loud,2020-12-09,2020,December,9,Wednesday,Modern Family, Season 6, Crying Out Loud,TV Show
534,Modern Family: Season 6: Patriot Games,2020-12-09,2020,December,9,Wednesday,Modern Family, Season 6, Patriot Games,TV Show
535,Modern Family: Season 6: Integrity,2020-12-09,2020,December,9,Wednesday,Modern Family, Season 6, Integrity,TV Show
536,Modern Family: Season 6: Knock 'Em Down,2020-12-09,2020,December,9,Wednesday,Modern Family, Season 6, Knock 'Em Down,TV Show
537,"Modern Family: Season 6: Grill, Interrupted",2020-11-09,2020,November,9,Monday,Modern Family, Season 6," Grill, Interrupted",TV Show
538,Modern Family: Season 6: Spring Break,2020-11-09,2020,November,9,Monday,Modern Family, Season 6, Spring Break,TV Show
539,Modern Family: Season 6: Closet? You'll Love It!,2020-11-09,2020,November,9,Monday,Modern Family, Season 6, Closet? You'll Love It!,TV Show
540,Away: Season 1: Home,2020-10-09,2020,October,9,Friday,Away, Season 1, Home,TV Show
541,Get Organized with The Home Edit: Season 1: Khloé Kardashian and a Bedroom Overhaul,2020-10-09,2020,October,9,Friday,Get Organized with The Home Edit, Season 1, Khloé Kardashian and a Bedroom Overhaul,TV Show
542,Get Organized with The Home Edit: Season 1: Reese Witherspoon and a Doctor's Dream Closet,2020-10-09,2020,October,9,Friday,Get Organized with The Home Edit, Season 1, Reese Witherspoon and a Doctor's Dream Closet,TV Show
543,The Divergent Series: Allegiant - Part 1,2020-10-09,2020,October,9,Friday,The Divergent Series, Allegiant - Part 1,,TV Show
544,#Alive,2020-10-09,2020,October,9,Friday,#Alive,,,Movie
545,The Divergent Series: Insurgent,2020-10-09,2020,October,9,Friday,The Divergent Series, Insurgent,,TV Show
546,Away: Season 1: Spektr,2020-09-09,2020,September,9,Wednesday,Away, Season 1, Spektr,TV Show
547,Away: Season 1: Vital Signs,2020-09-09,2020,September,9,Wednesday,Away, Season 1, Vital Signs,TV Show
548,Away: Season 1: Goodnight Mars,2020-09-09,2020,September,9,Wednesday,Away, Season 1, Goodnight Mars,TV Show
549,Away: Season 1: A Little Faith,2020-09-09,2020,September,9,Wednesday,Away, Season 1, A Little Faith,TV Show
550,Away: Season 1: Space Dogs,2020-08-09,2020,August,9,Sunday,Away, Season 1, Space Dogs,TV Show
551,Away: Season 1: Excellent Chariots,2020-08-09,2020,August,9,Sunday,Away, Season 1, Excellent Chariots,TV Show
552,Away: Season 1: Half the Sky,2020-08-09,2020,August,9,Sunday,Away, Season 1, Half the Sky,TV Show
553,Away: Season 1: Negative Return,2020-07-09,2020,July,9,Thursday,Away, Season 1, Negative Return,TV Show
554,Away: Season 1: Go,2020-07-09,2020,July,9,Thursday,Away, Season 1, Go,TV Show
555,Modern Family: Season 6: Connection Lost,2020-07-09,2020,July,9,Thursday,Modern Family, Season 6, Connection Lost,TV Show
556,Modern Family: Season 6: Fight or Flight,2020-07-09,2020,July,9,Thursday,Modern Family, Season 6, Fight or Flight,TV Show
557,Modern Family: Season 6: Valentine's Day 4: Twisted Sister,2020-06-09,2020,June,9,Tuesday,Modern Family, Season 6, Valentine's Day 4: Twisted Sister,TV Show
558,Modern Family: Season 6: Rash Decisions,2020-06-09,2020,June,9,Tuesday,Modern Family, Season 6, Rash Decisions,TV Show
559,Modern Family: Season 6: The Big Guns,2020-06-09,2020,June,9,Tuesday,Modern Family, Season 6, The Big Guns,TV Show
560,Modern Family: Season 6: The Day We Almost Died,2020-06-09,2020,June,9,Tuesday,Modern Family, Season 6, The Day We Almost Died,TV Show
561,Modern Family: Season 6: Haley's 21st Birthday,2020-06-09,2020,June,9,Tuesday,Modern Family, Season 6, Haley's 21st Birthday,TV Show
562,Modern Family: Season 6: Strangers in the Night,2020-06-09,2020,June,9,Tuesday,Modern Family, Season 6, Strangers in the Night,TV Show
563,Modern Family: Season 6: Three Turkeys,2020-06-09,2020,June,9,Tuesday,Modern Family, Season 6, Three Turkeys,TV Show
564,"Modern Family: Season 6: Queer Eyes, Full Hearts",2020-06-09,2020,June,9,Tuesday,Modern Family, Season 6," Queer Eyes, Full Hearts",TV Show
565,Modern Family: Season 6: Halloween 3: AwesomeLand,2020-06-09,2020,June,9,Tuesday,Modern Family, Season 6, Halloween 3: AwesomeLand,TV Show
566,Modern Family: Season 6: Won't You Be Our Neighbor,2020-05-09,2020,May,9,Saturday,Modern Family, Season 6, Won't You Be Our Neighbor,TV Show
567,Modern Family: Season 6: Marco Polo,2020-04-09,2020,April,9,Thursday,Modern Family, Season 6, Marco Polo,TV Show
568,Modern Family: Season 6: The Cold,2020-04-09,2020,April,9,Thursday,Modern Family, Season 6, The Cold,TV Show
569,Modern Family: Season 6: Do Not Push,2020-04-09,2020,April,9,Thursday,Modern Family, Season 6, Do Not Push,TV Show
570,Modern Family: Season 6: The Long Honeymoon,2020-04-09,2020,April,9,Thursday,Modern Family, Season 6, The Long Honeymoon,TV Show
571,"Modern Family: Season 5: The Wedding, Part 2",2020-03-09,2020,March,9,Monday,Modern Family, Season 5," The Wedding, Part 2",TV Show
572,"Modern Family: Season 5: The Wedding, Part 1",2020-03-09,2020,March,9,Monday,Modern Family, Season 5," The Wedding, Part 1",TV Show
573,Modern Family: Season 5: Message Received,2020-03-09,2020,March,9,Monday,Modern Family, Season 5, Message Received,TV Show
574,Modern Family: Season 5: Sleeper,2020-03-09,2020,March,9,Monday,Modern Family, Season 5, Sleeper,TV Show
575,Modern Family: Season 5: Australia,2020-03-09,2020,March,9,Monday,Modern Family, Season 5, Australia,TV Show
576,Modern Family: Season 5: A Hard Jay's Night,2020-02-09,2020,February,9,Sunday,Modern Family, Season 5, A Hard Jay's Night,TV Show
577,Modern Family: Season 5: Las Vegas,2020-01-09,2020,January,9,Thursday,Modern Family, Season 5, Las Vegas,TV Show
578,Modern Family: Season 5: Other People's Children,2020-01-09,2020,January,9,Thursday,Modern Family, Season 5, Other People's Children,TV Show
579,Modern Family: Season 5: Spring-a-Ding-Fling,2020-01-09,2020,January,9,Thursday,Modern Family, Season 5, Spring-a-Ding-Fling,TV Show
580,Cobra Kai: Season 1: Ace Degenerate,2020-01-09,2020,January,9,Thursday,Cobra Kai, Season 1, Ace Degenerate,TV Show
581,"Million Dollar Beach House: Season 1: If You Want a Friend, Get a Dog",2020-01-09,2020,January,9,Thursday,Million Dollar Beach House, Season 1," If You Want a Friend, Get a Dog",TV Show
582,Million Dollar Beach House: Season 1: The Evil Twin,2020-01-09,2020,January,9,Thursday,Million Dollar Beach House, Season 1, The Evil Twin,TV Show
583,Million Dollar Beach House: Season 1: Rookie Mistakes,2020-01-09,2020,January,9,Thursday,Million Dollar Beach House, Season 1, Rookie Mistakes,TV Show
584,Million Dollar Beach House: Season 1: Selling Season,2020-01-09,2020,January,9,Thursday,Million Dollar Beach House, Season 1, Selling Season,TV Show
585,Modern Family: Season 5: The Feud,2020-01-09,2020,January,9,Thursday,Modern Family, Season 5, The Feud,TV Show
586,Modern Family: Season 5: iSpy,2020-01-09,2020,January,9,Thursday,Modern Family, Season 5, iSpy,TV Show
587,Modern Family: Season 5: Three Dinners,2020-08-31,2020,August,31,Monday,Modern Family, Season 5, Three Dinners,TV Show
588,Modern Family: Season 5: Under Pressure,2020-08-31,2020,August,31,Monday,Modern Family, Season 5, Under Pressure,TV Show
589,Modern Family: Season 5: And One to Grow On,2020-08-31,2020,August,31,Monday,Modern Family, Season 5, And One to Grow On,TV Show
590,Modern Family: Season 5: The Old Man & the Tree,2020-08-30,2020,August,30,Sunday,Modern Family, Season 5, The Old Man & the Tree,TV Show
591,Modern Family: Season 5: The Big Game,2020-08-30,2020,August,30,Sunday,Modern Family, Season 5, The Big Game,TV Show
592,Modern Family: Season 5: ClosetCon '13,2020-08-30,2020,August,30,Sunday,Modern Family, Season 5, ClosetCon '13,TV Show
593,Modern Family: Season 5: A Fair to Remember,2020-08-29,2020,August,29,Saturday,Modern Family, Season 5, A Fair to Remember,TV Show
594,Modern Family: Season 5: The Help,2020-08-28,2020,August,28,Friday,Modern Family, Season 5, The Help,TV Show
595,Modern Family: Season 5: The Late Show,2020-08-28,2020,August,28,Friday,Modern Family, Season 5, The Late Show,TV Show
596,Modern Family: Season 5: Farm Strong,2020-08-28,2020,August,28,Friday,Modern Family, Season 5, Farm Strong,TV Show
597,Modern Family: Season 5: Larry's Wife,2020-08-28,2020,August,28,Friday,Modern Family, Season 5, Larry's Wife,TV Show
598,Modern Family: Season 5: First Days,2020-08-27,2020,August,27,Thursday,Modern Family, Season 5, First Days,TV Show
599,"Modern Family: Season 5: Suddenly, Last Summer",2020-08-27,2020,August,27,Thursday,Modern Family, Season 5," Suddenly, Last Summer",TV Show
600,"Modern Family: Season 4: Goodnight, Gracie",2020-08-27,2020,August,27,Thursday,Modern Family, Season 4," Goodnight, Gracie",TV Show
601,Modern Family: Season 4: Games People Play,2020-08-27,2020,August,27,Thursday,Modern Family, Season 4, Games People Play,TV Show
602,The Fall: Season 1: Episode 3,2020-08-27,2020,August,27,Thursday,The Fall, Season 1, Episode 3,TV Show
603,The Fall: Season 1: Episode 2,2020-08-27,2020,August,27,Thursday,The Fall, Season 1, Episode 2,TV Show
604,The Fall: Season 1: Episode 1,2020-08-27,2020,August,27,Thursday,The Fall, Season 1, Episode 1,TV Show
605,Modern Family: Season 4: My Hero,2020-08-27,2020,August,27,Thursday,Modern Family, Season 4, My Hero,TV Show
606,Modern Family: Season 4: Career Day,2020-08-27,2020,August,27,Thursday,Modern Family, Season 4, Career Day,TV Show
607,Modern Family: Season 4: Flip Flop,2020-08-27,2020,August,27,Thursday,Modern Family, Season 4, Flip Flop,TV Show
608,Modern Family: Season 4: The Future Dunphys,2020-08-27,2020,August,27,Thursday,Modern Family, Season 4, The Future Dunphys,TV Show
609,Modern Family: Season 4: The Wow Factor,2020-08-27,2020,August,27,Thursday,Modern Family, Season 4, The Wow Factor,TV Show
610,Modern Family: Season 4: Best Men,2020-08-26,2020,August,26,Wednesday,Modern Family, Season 4, Best Men,TV Show
611,Modern Family: Season 4: Bad Hair Day,2020-08-26,2020,August,26,Wednesday,Modern Family, Season 4, Bad Hair Day,TV Show
612,Modern Family: Season 4: Heart Broken,2020-08-26,2020,August,26,Wednesday,Modern Family, Season 4, Heart Broken,TV Show
613,Modern Family: Season 4: A Slight at the Opera,2020-08-26,2020,August,26,Wednesday,Modern Family, Season 4, A Slight at the Opera,TV Show
614,Modern Family: Season 4: Fulgencio,2020-08-26,2020,August,26,Wednesday,Modern Family, Season 4, Fulgencio,TV Show
615,Modern Family: Season 4: Party Crasher,2020-08-26,2020,August,26,Wednesday,Modern Family, Season 4, Party Crasher,TV Show
616,Modern Family: Season 4: New Year's Eve,2020-08-26,2020,August,26,Wednesday,Modern Family, Season 4, New Year's Eve,TV Show
617,Modern Family: Season 4: Diamond in the Rough,2020-08-26,2020,August,26,Wednesday,Modern Family, Season 4, Diamond in the Rough,TV Show
618,Modern Family: Season 4: When a Tree Falls,2020-08-25,2020,August,25,Tuesday,Modern Family, Season 4, When a Tree Falls,TV Show
619,Modern Family: Season 4: Mistery Date,2020-08-25,2020,August,25,Tuesday,Modern Family, Season 4, Mistery Date,TV Show
620,Modern Family: Season 4: Arrested,2020-08-25,2020,August,25,Tuesday,Modern Family, Season 4, Arrested,TV Show
621,Modern Family: Season 4: Yard Sale,2020-08-25,2020,August,25,Tuesday,Modern Family, Season 4, Yard Sale,TV Show
622,Modern Family: Season 4: Open House of Horrors,2020-08-24,2020,August,24,Monday,Modern Family, Season 4, Open House of Horrors,TV Show
